timestamp,symbol,reason_codes,hour
2026-01-20 09:36:00-05:00,QQQ,HOUR_BLOCKED,9
2026-01-20 09:39:00-05:00,QQQ,HOUR_BLOCKED,9
2026-01-20 09:42:00-05:00,QQQ,HOUR_BLOCKED,9
2026-01-20 09:45:00-05:00,QQQ,HOUR_BLOCKED,9
2026-01-20 09:48:00-05:00,QQQ,HOUR_BLOCKED,9
2026-01-20 09:51:00-05:00,QQQ,HOUR_BLOCKED,9
2026-01-20 09:54:00-05:00,QQQ,HOUR_BLOCKED,9
2026-01-20 09:57:00-05:00,QQQ,HOUR_BLOCKED,9
2026-01-20 10:00:00-05:00,QQQ,BIAS_NONE,10
2026-01-20 10:03:00-05:00,QQQ,BIAS_NONE,10
2026-01-20 10:06:00-05:00,QQQ,BIAS_NONE,10
2026-01-20 10:09:00-05:00,QQQ,BIAS_NONE,10
2026-01-20 10:12:00-05:00,QQQ,BIAS_NONE,10
2026-01-20 10:15:00-05:00,QQQ,BIAS_NONE,10
2026-01-20 10:18:00-05:00,QQQ,BIAS_NONE,10
2026-01-20 10:21:00-05:00,QQQ,BIAS_NONE,10
2026-01-20 10:24:00-05:00,QQQ,BIAS_NONE,10
2026-01-20 10:27:00-05:00,QQQ,BIAS_NONE,10
2026-01-20 10:30:00-05:00,QQQ,BIAS_NONE,10
2026-01-20 10:33:00-05:00,QQQ,BIAS_NONE,10
2026-01-20 10:36:00-05:00,QQQ,BIAS_NONE,10
2026-01-20 10:39:00-05:00,QQQ,BIAS_NONE,10
2026-01-20 10:42:00-05:00,QQQ,BIAS_NONE,10
2026-01-20 10:45:00-05:00,QQQ,BIAS_NONE,10
2026-01-20 10:48:00-05:00,QQQ,BIAS_NONE,10
2026-01-20 10:51:00-05:00,QQQ,BIAS_NONE,10
2026-01-20 10:54:00-05:00,QQQ,BIAS_NONE,10
2026-01-20 10:57:00-05:00,QQQ,BIAS_NONE,10
2026-01-20 11:00:00-05:00,QQQ,HOUR_BLOCKED,11
2026-01-20 11:03:00-05:00,QQQ,HOUR_BLOCKED,11
2026-01-20 11:06:00-05:00,QQQ,HOUR_BLOCKED,11
2026-01-20 11:09:00-05:00,QQQ,HOUR_BLOCKED,11
2026-01-20 11:12:00-05:00,QQQ,HOUR_BLOCKED,11
2026-01-20 11:15:00-05:00,QQQ,HOUR_BLOCKED,11
2026-01-20 11:18:00-05:00,QQQ,HOUR_BLOCKED,11
2026-01-20 11:21:00-05:00,QQQ,HOUR_BLOCKED,11
2026-01-20 11:24:00-05:00,QQQ,HOUR_BLOCKED,11
2026-01-20 11:27:00-05:00,QQQ,HOUR_BLOCKED,11
2026-01-20 11:30:00-05:00,QQQ,HOUR_BLOCKED,11
2026-01-20 11:33:00-05:00,QQQ,HOUR_BLOCKED,11
2026-01-20 11:36:00-05:00,QQQ,HOUR_BLOCKED,11
2026-01-20 11:39:00-05:00,QQQ,HOUR_BLOCKED,11
2026-01-20 11:42:00-05:00,QQQ,HOUR_BLOCKED,11
2026-01-20 11:45:00-05:00,QQQ,HOUR_BLOCKED,11
2026-01-20 11:48:00-05:00,QQQ,HOUR_BLOCKED,11
2026-01-20 11:51:00-05:00,QQQ,HOUR_BLOCKED,11
2026-01-20 11:54:00-05:00,QQQ,HOUR_BLOCKED,11
2026-01-20 11:57:00-05:00,QQQ,HOUR_BLOCKED,11
2026-01-20 12:00:00-05:00,QQQ,HOUR_BLOCKED,12
2026-01-20 12:03:00-05:00,QQQ,HOUR_BLOCKED,12
2026-01-20 12:06:00-05:00,QQQ,HOUR_BLOCKED,12
2026-01-20 12:09:00-05:00,QQQ,HOUR_BLOCKED,12
2026-01-20 12:12:00-05:00,QQQ,HOUR_BLOCKED,12
2026-01-20 12:15:00-05:00,QQQ,HOUR_BLOCKED,12
2026-01-20 12:18:00-05:00,QQQ,HOUR_BLOCKED,12
2026-01-20 12:21:00-05:00,QQQ,HOUR_BLOCKED,12
2026-01-20 12:24:00-05:00,QQQ,HOUR_BLOCKED,12
2026-01-20 12:27:00-05:00,QQQ,HOUR_BLOCKED,12
2026-01-20 12:30:00-05:00,QQQ,HOUR_BLOCKED,12
2026-01-20 12:33:00-05:00,QQQ,HOUR_BLOCKED,12
2026-01-20 12:36:00-05:00,QQQ,HOUR_BLOCKED,12
2026-01-20 12:39:00-05:00,QQQ,HOUR_BLOCKED,12
2026-01-20 12:42:00-05:00,QQQ,HOUR_BLOCKED,12
2026-01-20 12:45:00-05:00,QQQ,HOUR_BLOCKED,12
2026-01-20 12:48:00-05:00,QQQ,HOUR_BLOCKED,12
2026-01-20 12:51:00-05:00,QQQ,HOUR_BLOCKED,12
2026-01-20 12:54:00-05:00,QQQ,HOUR_BLOCKED,12
2026-01-20 12:57:00-05:00,QQQ,HOUR_BLOCKED,12
2026-01-20 13:00:00-05:00,QQQ,HOUR_BLOCKED,13
2026-01-20 13:03:00-05:00,QQQ,HOUR_BLOCKED,13
2026-01-20 13:06:00-05:00,QQQ,HOUR_BLOCKED,13
2026-01-20 13:09:00-05:00,QQQ,HOUR_BLOCKED,13
2026-01-20 13:12:00-05:00,QQQ,HOUR_BLOCKED,13
2026-01-20 13:15:00-05:00,QQQ,HOUR_BLOCKED,13
2026-01-20 13:18:00-05:00,QQQ,HOUR_BLOCKED,13
2026-01-20 13:21:00-05:00,QQQ,HOUR_BLOCKED,13
2026-01-20 13:24:00-05:00,QQQ,HOUR_BLOCKED,13
2026-01-20 13:27:00-05:00,QQQ,HOUR_BLOCKED,13
2026-01-20 13:30:00-05:00,QQQ,HOUR_BLOCKED,13
2026-01-20 13:33:00-05:00,QQQ,HOUR_BLOCKED,13
2026-01-20 13:36:00-05:00,QQQ,HOUR_BLOCKED,13
2026-01-20 13:39:00-05:00,QQQ,HOUR_BLOCKED,13
2026-01-20 13:42:00-05:00,QQQ,HOUR_BLOCKED,13
2026-01-20 13:45:00-05:00,QQQ,HOUR_BLOCKED,13
2026-01-20 13:48:00-05:00,QQQ,HOUR_BLOCKED,13
2026-01-20 13:51:00-05:00,QQQ,HOUR_BLOCKED,13
2026-01-20 13:54:00-05:00,QQQ,HOUR_BLOCKED,13
2026-01-20 13:57:00-05:00,QQQ,HOUR_BLOCKED,13
2026-01-20 14:00:00-05:00,QQQ,HOUR_BLOCKED,14
2026-01-20 14:03:00-05:00,QQQ,HOUR_BLOCKED,14
2026-01-20 14:06:00-05:00,QQQ,HOUR_BLOCKED,14
2026-01-20 14:09:00-05:00,QQQ,HOUR_BLOCKED,14
2026-01-20 14:12:00-05:00,QQQ,HOUR_BLOCKED,14
2026-01-20 14:15:00-05:00,QQQ,HOUR_BLOCKED,14
2026-01-20 14:18:00-05:00,QQQ,HOUR_BLOCKED,14
2026-01-20 14:21:00-05:00,QQQ,HOUR_BLOCKED,14
2026-01-20 14:24:00-05:00,QQQ,HOUR_BLOCKED,14
2026-01-20 14:27:00-05:00,QQQ,HOUR_BLOCKED,14
2026-01-20 14:30:00-05:00,QQQ,HOUR_BLOCKED,14
2026-01-20 14:33:00-05:00,QQQ,HOUR_BLOCKED,14
2026-01-20 14:36:00-05:00,QQQ,HOUR_BLOCKED,14
2026-01-20 14:39:00-05:00,QQQ,HOUR_BLOCKED,14
2026-01-20 14:42:00-05:00,QQQ,HOUR_BLOCKED,14
2026-01-20 14:45:00-05:00,QQQ,HOUR_BLOCKED,14
2026-01-20 14:48:00-05:00,QQQ,HOUR_BLOCKED,14
2026-01-20 14:51:00-05:00,QQQ,HOUR_BLOCKED,14
2026-01-20 14:54:00-05:00,QQQ,HOUR_BLOCKED,14
